date,headlines
2022-08-01, China's Alibaba strives to keep New York listing amid audit dispute 
2022-08-01, Shenzhen accelerates China's driverless car dreams 
2022-08-01, Alibaba strives to keep New York and Hong Kong listings 
2022-07-29," Alibaba added to SEC's delisting watchlist, shares fall "
2022-07-29, U.S. SEC adds Alibaba to list of Chinese companies facing delisting risk 
2022-07-29, U.S. SEC adds Alibaba to list of companies facing delisting 
2022-07-29, U.S. SEC adds Alibaba to list of companies facing delisting 
2022-07-29," Hong Kong stocks post biggest monthly drop in a year, dragged by tech shares "
2022-07-29, China stocks fall on govt's growth target view; Hong Kong hits 2-month low 
2022-07-28, Billionaire Jack Ma plans to cede control of China's Ant Group - WSJ 
2022-07-28, Billionaire Jack Ma plans to cede control of China's Ant Group - WSJ 
2022-07-28, Jack Ma plans to give up control of Ant Group - WSJ 
2022-07-28, Jack Ma plans to give up control of Ant Group - WSJ 
2022-07-28, China stocks muted ahead of the Politburo meeting; Hong Kong slips 
2022-07-28, Kingsoft Cloud latest China firm to seek Hong Kong dual primary listing 
2022-07-27, Megacap Tech Earnings Have Investors Looking Past the Fed Decision 
2022-07-27, Hong Kong set for billions in inflows from China companies' listing upgrades 
2022-07-26," Wall Street hit by Walmart wipeout, Gas woes knock Europe "
2022-07-26," Gas woes keep Europe subdued, Wall Street waits for Walmart wipeout "
2022-07-26, Earnings and gas worries keep Europe subdued 
2022-07-26, China stocks close higher as property shares rally 
2022-07-26," Alibaba aims to add primary listing in Hong Kong, woo China investors after crackdown "
2022-07-26, Nikkei inches lower while traders wait on Fed 
2022-07-26, Yuan weakens ahead of Fed as COVID worries trump stimulus hopes 
2022-07-26," Alibaba aims to add primary listing in Hong Kong, woo China investors after crackdown "
2022-07-26, China stocks rise as property stocks rally for second day 
2022-07-26, Ant Group executives left Alibaba Partnership after China crackdown 
2022-07-26, China's Alibaba to apply for dual primary listing in Hong Kong 
2022-07-26, China's Alibaba to apply for dual primary listing in Hong Kong 
2022-07-26, China's Alibaba to apply for dual primary listing in Hong Kong 
2022-07-26, China's Alibaba to apply for primary listing in Hong Kong 
2022-07-26, Alibaba Group Pursues Primary Listing on the Hong Kong Stock Exchange 
2022-07-25, Shanghai stocks fall for third session amid COVID woes; property firms surge 
2022-07-25, China stocks fall amid COVID-19 woes; property developers surge 
2022-07-25, Asian stocks higher ahead of possible US rate hike 
2022-07-24, China plans three-tier data strategy to avoid U.S delistings - FT 
2022-07-24, China plans three-tier data strategy to avoid U.S delistings - FT 
2022-07-22," Despite Didi's $1.2 bln fine, China tech's regulatory woes may not be over "
2022-07-21, China fines Didi $1.2 bln but outlook clouded by app relaunch uncertainty 
2022-07-21," Google complies with Indonesia licensing rules, others risk blocking - ministry "
2022-07-21," China fines Didi Global $1.2 bln, fueling hopes of thaw in regulatory crackdown "
2022-07-21, Google signs up to Indonesia's new licensing rules as deadline lapses 
2022-07-21, Google signs up to Indonesia's new licensing rules as deadline lapses 
2022-07-21, China takes steps to ease up on regulatory crackdown as economy slows 
2022-07-21, China takes steps to ease up on regulatory crackdown as economy slows 
2022-07-21, China's Didi Global fined $1.2 billion for data violations 
2022-07-21, China fines Didi Global $1.2 bln for violating data security laws 
2022-07-21, Reaction to China imposing $1.2 bln fine on Didi Global 
2022-07-21, Reaction to China imposing $1.2 bln fine on Didi Global 
2022-07-21, Reaction to China imposing $1.2 bln fine on Didi Global 
2022-07-21, Reaction to China imposing $1.2 bln fine on Didi Global 
2022-07-19," China to fine Didi more than $1 billion for data breaches, sources say "
2022-07-19, Asian shares weaken as traders eye central banks' rate plans 
2022-07-19, Asian shares drift lower in choppy markets 
2022-07-15," Log4j vulnerability has reached endemic proportions, says report "
2022-07-15," Futures crawl higher, Wells Fargo down after results "
2022-07-15," China stocks fall most in 8 weeks as property, financials weigh "
2022-07-15, Alibaba shares post worst drop in a month after China data probe report 
2022-07-15, China stocks dragged by property firms on mortgage protests 
2022-07-15, Alibaba shares fall on report of China probe over data theft 
2022-07-15, China stocks rise as dismal GDP data raises stimulus hopes 
2022-07-14, Alibaba execs summoned by Shanghai authorities over data theft probe - WSJ 
2022-07-14," Log4j software flaw 'endemic,' new cyber safety panel says "
2022-07-14, Alibaba cuts a third of deals team staff after regulatory crackdown-sources 
2022-07-14," Google's cloud unit taps Arm-based chips, adding to Intel, AMD pressure "
2022-07-12, Amazon Prime Day: What consumers are buying 
2022-07-12, Synchronoss Extends Platform Support for Alibaba and Google Cloud 
2022-07-12, Alibaba's Freshippo seeks funds at much lowered $6 bln valuation -sources 
2022-07-12, China stocks drop on COVID woes; HK closes at 1-1/2-month low 
2022-07-12," Temasek Turns Cautious on Outlook, Sees More Market Declines "
2022-07-12," China stocks fall on COVID worries, Hong Kong hits near 1-month low "
2022-07-11, Nail-Biting Tech Earnings Season Ahead After Nasdaq Rout 
2022-07-11," China Stocks Drop Most in a Month on Covid Flareups, Tech Fines "
2022-07-11, China stocks fall most in 7 weeks as COVID flare-ups weigh 
2022-07-11, Alibaba and Tencent stocks plunge after latest fines 
2022-07-10," China regulator fines Alibaba, Tencent for disclosure violations "
2022-07-07, Citi Joins Chorus of Bullish Calls on China Stocks on Valuation 
2022-07-06, Sequoia China raises $9 billion amid hopes crackdown is easing -source 
2022-07-06, Sequoia China raises $9 billion amid hopes crackdown is easing -source 
2022-07-05, Ex-TikTok gaming head to launch blockchain games startup as big players keep away 
2022-07-02, What It's Like to Try Living Green in China 
2022-07-01, Ex-Alibaba employee says ex-boss should be charged with rape 
2022-06-30," Easing COVID-19 rules, growth focus aid China bulls' cautious return "
2022-06-29," Easing COVID-19 rules, growth focus aid China bulls' cautious return "
2022-06-28, Hong Kong's top finance executives bank on city to thrive as gateway to China 
2022-06-27," China, HK stocks surge as Shanghai declares victory over COVID "
2022-06-27, Hong Kong's top finance executives bank on city to thrive as gateway to China 
2022-06-27," China, HK stocks surge as Shanghai declares victory over COVID "
2022-06-27," China, HK stocks surge as Shanghai declares victory over COVID "
2022-06-24, Stocks temper their inflation expectations on copper pounding 
2022-06-24, China stocks log fourth weekly gain after cenbank injects cash 
2022-06-24, Markets pare back inflation expectations as copper slides 
2022-06-24, Bruised stocks find support as growth fears dent commodities 
2022-06-24, SoftBank's Son says Nasdaq listing most likely for chip designer Arm 
2022-06-24, Stocks up as commodity slide offers a salve for inflation fears 
2022-06-23, Record numbers of Chinese graduates enter worst job market in decades 
2022-06-23," China, HK stocks gain on Beijing's support to tech, auto "
2022-06-23, Record numbers of Chinese graduates enter worst job market in decades 
2022-06-23," China, HK stocks rise on tech, Beijing support boost "
2022-06-23," HK tech shares rise after Beijing signals support to payment, fintech firms "
2022-06-23, JPMorgan China Fund Ramps Up Bets on Tech as Bullish Calls Grow 
2022-06-22," China shares fall on economic outlook, HK down on signs of tech crackdown "
2022-06-22, Man gets 18-month term for sex assault of Alibaba employee 
2022-06-21," Ant, Alibaba plan for less intertwined future after China crackdown "
2022-06-20, Cologix Grows Strategic Partnership with Console Connect 
2022-06-20," Chinese splash out on tech goods, camping gear in shopping fest "
2022-06-19, China's JD.com posts slowest growth ever in '618' shopping event 
2022-06-19, China's JD.com posts slowest growth ever in '618' shopping event 
2022-06-17, Wall St edges higher in choppy trade as recession fears linger 
2022-06-17, China's central bank accepts Ant's application for financial holding company - sources 
2022-06-17, Wall Street set to crawl higher under shadow of recession fears 
2022-06-17, Futures rebound after rout but recession worries weigh 
2022-06-17, China's central bank accepts Ant's application for financial holding company- sources 
2022-06-17, China's central bank accepts Ant's application for financial holding company- sources 
2022-06-16, Hong Kong stocks close at near 3-week lows after Fed rate hike 
2022-06-15," Baidu in talks to sell majority stake in iQIYI, China's answer to Netflix -sources "
2022-06-15," Baidu in talks to sell majority stake in iQIYI, China's answer to Netflix -sources "
2022-06-15, Forever 21 takes third crack at China with new bricks and mortar store 
2022-06-15, Forever 21 takes third crack at China with new bricks and mortar store 
2022-06-14, Faltering tech markets don't bother CPPIB's new equity growth team 
2022-06-14, China's '618' shopping festival to test COVID-hit shoppers' urge to splurge 
2022-06-14," Shanghai stocks end at 3-month high despite hawkish Fed, COVID woes "
2022-06-14," China stocks fall most in 3 weeks on hawkish Fed, COVID worries "
2022-06-13, HempFusion Provides MCTO Update 
2022-06-13, Inflation angst drags S&P 500 into bear market; bonds skid 
2022-06-13," Inflation fears grip markets as bonds, stocks dive "
2022-06-13," Inflation fears grip markets as bonds, stocks plunge "
2022-06-13," Inflation fears grip markets as bonds, stocks extend selloff "
2022-06-13, World stocks near fresh 2022 lows on inflation fears 
2022-06-13," Hong Kong stocks fall most in 5 weeks on U.S. inflation, COVID worries "
2022-06-13," Stocks slump on fresh inflation, China COVID worries "
2022-06-10, China's regulatory thaw leaves investors eager yet uneasy 
2022-06-10," Asian stocks track global shares lower, U.S. CPI in focus "
2022-06-10," Asian stocks track global shares lower, U.S. CPI in focus "
2022-06-09, Wall St drops as investor jitters climb before CPI data Friday 
2022-06-09," Wall St ends sharply lower, with investors on edge before CPI data Friday "
2022-06-09," Wall St declines, with investors on edge before CPI data Friday "
2022-06-09, Wall St falls as growth stocks struggle with inflation reading in focus 
2022-06-09, Beijing gives initial nod to revive Ant IPO after crackdown cools-sources 
2022-06-09, Beijing gives initial nod to revive Ant IPO after crackdown cools-sources 
2022-06-09, Wall St slips as growth stocks struggle amid rising bond yields 
2022-06-09," Wall Street set to open lower on inflation, rate hike angst "
2022-06-09," Beijing gives initial nod to reviving Ant IPO plans in Shanghai, Hong Kong-sources "
2022-06-09, China gives Ant Group's IPO tentative go-ahead 
2022-06-09," Beijing gives initial nod to Ant to revive IPO plans in Shanghai, Hong Kong-sources "
2022-06-09, China to consider reviving Ant Group's IPO: Bloomberg News 
2022-06-09," Futures rebound as Tesla, other growth stocks gain "
2022-06-09, China to consider reviving Ant Group's IPO -Bloomberg News 
2022-06-09, China to consider reviving Ant Group's IPO: Bloomberg News 
2022-06-09, China to consider reviving Ant Group's IPO -Bloomberg News 
2022-06-09," Japan's Nikkei erases gains as shippers counter lift from autos, energy shares "
2022-06-09," Japan's Nikkei subdued as chip weakness offsets SoftBank, automaker gains "
